age,education,hours-per-week,workclass_Public,workclass_Self-emp,marital-status_Single,race_Asian,race_Black,race_Hispanic,race_White,sex_Male,income_>50K
53,9,38,False,False,False,False,False,False,True,True,False
44,14,40,False,False,True,False,False,False,True,False,False
41,11,40,True,False,False,False,False,False,True,True,False
29,11,43,False,False,True,False,False,False,True,True,False
25,10,40,False,False,False,False,False,True,False,False,False
18,9,30,False,False,True,False,False,False,True,False,False
47,15,60,False,False,False,False,False,False,True,False,True
50,13,55,True,False,True,False,False,False,True,True,True
47,9,60,False,True,True,False,False,False,True,True,False
43,10,40,False,False,False,False,False,False,True,True,True
46,3,40,False,False,False,False,False,False,True,True,False
35,11,40,False,False,False,False,False,False,True,True,False
41,9,48,False,False,False,False,False,False,True,True,False
30,9,40,False,False,False,False,False,False,True,True,False
30,13,40,False,False,False,False,False,False,True,True,False
48,9,40,False,False,False,False,False,False,True,True,False
42,16,45,False,False,False,False,False,False,True,True,True
29,10,58,False,False,True,False,False,False,True,True,False
38,9,40,False,False,False,False,False,False,True,True,False
28,10,40,False,False,True,False,False,False,True,False,False
53,9,40,False,False,False,False,False,False,True,False,True
49,10,50,False,True,False,False,False,False,True,True,True
19,10,32,False,False,True,False,False,False,True,True,False
31,13,40,False,False,True,False,True,False,False,False,False
29,13,70,False,True,False,False,False,False,True,True,True
23,10,40,False,False,True,False,False,False,True,True,False
79,10,20,False,False,False,False,False,False,True,True,False
27,9,40,False,False,True,False,False,False,True,True,False
40,12,40,False,False,False,False,False,False,True,True,False
18,7,22,False,False,True,False,False,False,True,False,False
31,4,40,True,False,False,False,False,False,True,True,False
38,9,30,False,False,True,False,False,False,True,True,False
52,13,40,False,False,False,False,False,False,True,True,False
46,9,40,False,False,False,False,False,False,True,False,False
59,9,48,False,False,False,False,False,False,True,True,False
44,9,40,False,False,True,False,False,False,True,False,True
53,9,35,False,False,True,False,False,False,True,False,False
49,9,40,True,False,False,False,False,False,True,True,True
33,14,50,False,False,False,False,False,False,True,True,False
30,5,40,False,False,True,False,False,False,True,True,False
38,16,50,True,False,True,False,False,False,True,False,True
57,11,40,False,False,False,False,False,False,True,True,False
37,10,40,False,False,True,False,False,False,True,False,False
28,10,25,False,False,True,False,True,False,False,False,False
30,9,35,False,False,False,True,False,False,False,False,False
34,13,40,True,False,False,False,False,False,True,True,True
38,10,50,True,False,True,False,False,False,True,True,False
48,16,60,False,True,False,False,False,False,True,True,True
37,10,48,False,False,False,False,False,False,True,True,True
48,12,40,False,False,True,False,False,False,True,False,False
32,9,40,True,False,True,False,True,False,False,True,False
76,14,40,False,False,False,False,False,False,True,True,True
44,13,60,False,False,False,False,False,False,True,True,True
47,14,50,False,True,True,False,False,False,True,False,False
20,10,40,False,False,True,False,False,False,True,False,False
29,9,40,False,False,True,False,False,False,True,True,False
32,9,40,False,True,False,False,False,False,True,True,True
30,7,40,False,False,True,False,False,False,True,True,False
31,9,40,True,False,True,False,False,False,True,False,False
42,9,40,False,False,False,False,False,False,True,True,False
24,13,40,False,False,True,False,False,False,True,True,False
38,15,40,False,False,False,False,False,False,True,True,True
56,9,50,False,True,False,False,False,False,True,True,True
38,10,25,False,False,False,False,False,False,True,False,False
36,9,40,False,False,True,False,False,False,True,False,False
53,5,50,False,False,False,False,False,False,True,True,False
56,10,50,False,True,False,False,False,False,True,True,False
49,11,40,True,False,False,False,True,False,False,True,True
55,10,56,False,False,False,False,False,False,True,True,False
22,9,41,False,False,True,False,False,False,True,True,False
21,10,40,False,False,True,False,False,False,True,False,False
40,13,60,False,False,False,False,False,False,True,True,False
30,13,40,False,False,True,False,True,False,False,True,False
29,13,50,True,False,False,False,False,False,True,True,True
19,10,35,False,False,True,False,True,False,False,True,False
47,13,40,False,False,False,False,False,False,True,False,True
20,10,28,False,False,True,False,False,False,True,False,False
31,12,40,False,False,False,False,False,False,True,True,True
39,10,40,False,False,True,False,False,False,True,True,False
28,12,60,False,False,True,False,False,False,True,False,False
24,9,40,False,False,True,False,False,False,True,False,False
38,9,35,False,True,False,False,False,False,True,True,False
37,13,50,False,False,False,False,False,False,True,True,False
46,12,36,False,False,True,False,True,False,False,False,False
38,14,40,True,False,False,False,False,False,True,True,True
43,9,60,False,True,False,False,False,False,True,True,False
27,11,35,False,False,False,False,False,False,True,False,False
20,10,20,False,False,True,False,False,False,True,True,False
49,10,40,False,False,False,True,False,False,False,True,True
61,9,40,False,True,False,False,False,False,True,True,False
27,10,40,False,False,True,False,False,False,True,False,False
19,10,30,False,False,True,False,False,False,True,True,False
45,11,40,False,False,True,False,False,False,True,False,True
70,10,40,False,False,True,False,False,False,True,True,False
31,9,30,False,False,True,False,True,False,False,False,False
22,10,24,False,False,False,False,False,False,True,True,False
38,9,24,False,False,False,False,False,False,True,False,False
64,7,40,False,False,False,False,False,False,True,True,False
47,10,38,True,False,True,False,False,False,True,False,False
34,9,40,False,False,True,False,False,False,True,False,False
33,13,40,False,False,True,True,False,False,False,False,False
21,9,35,False,False,True,False,False,False,True,True,False
48,9,46,False,False,False,False,False,False,True,True,False
23,13,40,False,False,True,False,False,False,True,True,False
71,10,2,False,True,True,False,True,False,False,True,False
29,9,60,False,False,True,False,False,False,True,True,False
38,13,50,False,False,True,False,True,False,False,True,False
25,9,40,False,False,True,False,False,False,True,False,False
44,14,40,False,True,True,True,False,False,False,False,False
28,9,40,False,False,True,True,False,False,False,False,False
45,14,40,False,True,False,False,False,False,True,True,True
36,10,40,False,False,True,False,False,False,True,False,False
39,12,42,True,False,True,False,False,False,True,True,False
46,14,40,True,False,False,False,False,False,True,True,False
18,7,16,False,False,True,False,False,False,True,True,False
66,11,20,True,False,False,False,False,False,True,False,False
27,9,40,False,False,True,False,False,False,True,True,False
28,9,40,True,False,False,False,False,False,True,True,False
51,10,40,False,False,False,False,False,False,True,True,True
27,13,50,False,False,True,False,False,False,True,True,False
28,13,40,True,False,False,False,False,False,True,True,True
27,9,25,False,False,False,False,False,False,True,False,False
21,9,40,False,False,True,False,True,False,False,True,False
34,9,40,False,False,True,False,True,False,False,True,False
18,9,12,False,False,True,False,False,False,True,True,False
33,13,65,False,False,False,False,False,False,True,True,False
38,10,38,True,False,False,False,True,False,False,True,True
43,10,40,False,False,True,False,False,False,True,False,False
30,10,45,False,False,True,False,True,False,False,True,False
40,4,40,False,False,False,False,False,False,True,True,True
37,10,42,True,False,False,False,False,False,True,True,True
34,9,40,False,False,False,False,True,False,False,True,False
41,13,40,False,True,True,False,False,False,True,False,False
31,14,50,False,False,False,False,False,False,True,False,False
58,16,1,True,False,False,False,False,False,True,True,True
38,10,28,False,False,True,False,True,False,False,False,False
24,10,40,False,False,False,False,False,False,True,True,False
38,13,40,True,False,False,False,True,False,False,True,False
47,10,45,False,False,False,False,False,False,True,True,False
41,13,24,True,False,False,False,False,False,True,True,False
23,3,40,False,False,False,False,False,False,True,True,False
36,10,40,False,False,True,False,False,False,True,True,False
40,14,55,True,False,True,False,False,False,True,False,True
35,14,40,False,False,False,False,False,False,True,True,True
24,9,40,False,True,True,False,False,False,True,True,False
26,14,40,False,False,True,False,False,False,True,False,False
51,13,50,False,False,False,False,False,False,True,True,True
42,10,40,True,False,True,False,False,False,True,False,False
37,9,35,True,False,True,False,False,False,True,False,False
18,7,40,False,False,True,False,False,False,True,False,False
36,13,36,False,False,False,False,True,False,False,True,True
35,9,60,False,False,True,False,False,False,True,True,False
58,9,35,False,True,False,False,False,False,True,False,True
17,7,12,False,False,True,False,False,False,True,False,False
38,9,40,True,False,False,False,True,False,False,True,False
37,9,40,False,False,False,False,False,False,True,True,True
35,10,40,False,False,True,False,False,False,False,False,False
60,9,40,False,False,False,True,False,False,False,True,False
54,4,40,False,True,False,False,False,False,True,True,True
37,13,60,False,False,True,False,True,False,False,True,True
50,12,40,False,False,True,False,False,False,True,False,False
38,13,50,False,False,False,False,False,False,True,True,False
45,13,55,False,False,False,False,False,False,True,True,False
25,6,40,False,False,True,False,False,False,True,True,False
31,10,40,False,False,False,False,False,False,True,True,False
90,9,40,False,False,True,False,True,False,False,True,False
54,9,20,False,False,False,False,True,False,False,True,False
53,1,35,True,False,True,False,False,False,True,False,False
18,9,40,False,False,True,False,False,False,True,False,False
66,9,50,False,True,False,False,False,False,True,True,False
75,11,20,False,False,False,False,False,False,True,False,False
65,9,40,False,False,True,False,False,False,True,False,False
35,7,40,False,False,True,False,True,False,False,True,False
41,9,38,False,False,True,False,True,False,False,False,False
25,10,42,False,False,True,False,False,False,True,True,False
33,10,40,False,False,True,False,False,True,False,False,False
38,15,55,False,False,True,False,False,False,True,True,True
59,9,40,True,False,False,False,False,False,True,True,False
40,10,38,True,False,True,False,False,False,True,False,False
41,13,50,False,False,False,False,False,False,True,True,True
38,14,70,True,False,False,False,False,False,True,True,True
23,9,40,False,False,True,False,False,False,True,True,False
40,13,40,False,False,False,False,False,False,True,True,True
41,9,20,False,True,False,False,False,False,True,False,False
24,12,50,True,False,False,False,False,False,True,True,False
38,10,40,False,False,True,False,False,False,True,True,False
56,9,35,False,False,False,False,False,False,True,True,False
58,9,45,False,False,False,False,False,False,True,True,True
32,9,34,False,False,True,False,False,False,True,False,False
40,12,60,False,False,False,False,False,False,True,True,True
45,9,40,False,False,False,False,False,False,True,True,False
41,15,40,False,False,False,False,False,False,True,False,True
42,13,40,False,False,False,False,True,False,False,False,False
59,6,30,True,False,False,False,True,False,False,False,False
19,10,40,True,False,True,False,False,False,True,True,False
58,10,20,False,False,True,False,False,False,True,True,False
38,9,40,False,True,False,True,False,False,False,True,True
20,9,40,False,False,True,False,False,False,True,False,False
32,9,30,False,False,True,False,False,False,True,False,False
45,11,45,False,False,False,False,False,False,True,False,False
50,4,40,False,False,True,False,False,False,True,True,False
36,13,40,False,False,True,False,False,False,True,False,False
45,9,60,False,False,False,False,False,False,True,True,False
17,7,12,False,False,True,False,False,False,True,True,False
59,10,40,False,False,False,False,False,False,True,True,False
26,7,40,False,False,False,False,False,False,True,True,False
37,10,75,False,True,False,True,False,False,False,True,True
64,9,40,False,False,False,False,False,False,True,True,True
33,13,45,False,False,True,False,False,False,True,False,False
33,9,40,False,False,False,False,False,False,True,False,True
61,9,40,False,False,False,False,False,False,True,True,True
17,5,24,False,False,True,False,False,False,True,True,False
50,14,98,False,True,False,False,False,False,True,True,False
38,14,35,True,False,True,False,False,False,True,True,False
30,9,40,False,False,True,False,False,False,True,False,False
43,9,40,False,False,False,False,True,False,False,True,False
44,10,40,False,False,False,False,False,False,True,True,True
35,10,40,False,False,True,False,False,False,True,False,False
25,10,40,False,False,True,False,False,False,True,False,False
24,10,48,False,False,False,False,False,False,True,False,True
22,13,15,False,False,True,False,False,False,True,False,False
42,10,40,True,False,False,False,False,False,True,True,True
34,12,45,False,False,True,False,True,False,False,False,False
60,13,42,False,False,True,False,False,False,True,False,False
21,9,40,False,False,True,False,False,False,True,True,False
57,14,40,True,False,False,False,False,False,True,True,True
41,15,60,False,False,False,False,False,False,True,True,True
50,10,45,False,False,True,False,False,False,True,True,False
25,13,40,False,False,True,False,False,False,True,False,False
50,4,40,False,False,False,False,False,False,True,True,False
36,13,45,False,False,False,False,False,False,True,True,False
31,9,40,False,False,True,False,False,False,True,False,False
29,13,56,True,False,True,False,False,False,True,True,False
21,10,45,False,False,True,False,False,False,True,True,False
38,13,40,False,False,True,False,True,False,False,False,False
65,9,16,False,False,False,False,False,False,True,True,False
37,13,60,False,True,True,False,False,False,True,False,False
24,9,40,False,False,True,False,False,False,True,True,False
38,9,80,False,False,True,False,False,False,True,True,False
38,13,40,False,False,False,False,False,False,True,True,True
38,10,25,False,False,True,True,False,False,False,False,False
31,9,45,False,False,False,False,False,False,True,True,True
55,9,40,False,False,False,False,False,False,True,True,True
24,10,40,False,False,False,True,False,False,False,False,False
43,9,40,False,False,True,False,False,False,True,False,False
26,12,45,False,False,True,False,False,False,True,True,False
46,12,33,False,False,True,False,False,False,True,False,False
35,12,40,False,False,False,False,False,False,True,True,True
41,10,54,False,True,False,False,False,False,True,True,True
26,13,40,False,False,True,False,False,False,True,True,False
34,14,35,False,False,False,True,False,False,False,True,True
36,13,40,False,True,True,False,True,False,False,False,True
22,10,15,False,False,True,False,False,False,True,True,False
24,10,40,False,False,True,False,False,False,True,True,False
77,10,40,False,True,False,False,False,False,True,True,False
22,3,40,False,False,False,False,False,False,True,False,False
29,10,40,False,False,True,False,False,False,True,False,False
38,9,24,False,False,False,False,False,False,True,False,False
39,9,40,False,True,False,False,False,False,True,True,False
43,10,50,False,False,False,False,False,False,True,True,False
35,9,45,False,False,True,False,False,False,True,True,False
29,7,40,False,False,True,False,False,False,True,False,False
76,14,10,False,True,False,False,False,False,True,True,False
63,9,45,False,True,False,False,False,False,True,True,False
43,10,50,False,False,False,False,False,False,True,False,True
58,9,40,False,True,False,False,False,False,True,True,False
66,9,55,False,False,True,False,False,False,True,True,False
41,10,45,False,False,True,False,True,False,False,True,False
26,13,40,False,False,True,False,False,False,True,True,False
47,11,40,False,False,True,False,False,False,True,True,False
55,6,40,True,False,False,False,False,False,True,True,False
53,9,40,False,False,False,False,False,False,True,True,False
17,3,48,False,False,True,False,False,False,True,True,False
30,9,40,False,False,True,False,False,False,True,True,False
49,14,60,False,False,True,False,False,False,True,True,False
19,9,30,False,False,True,False,True,False,False,True,False
45,9,40,False,False,False,False,True,False,False,True,False
26,12,40,False,False,True,False,False,False,True,True,False
38,11,40,False,False,False,False,False,False,True,True,True
36,9,40,True,False,False,False,False,False,True,True,True
33,9,20,False,False,True,False,False,False,True,True,False
22,10,40,True,False,True,False,True,False,False,False,False
43,13,42,False,True,True,False,False,False,True,True,False
56,12,25,False,False,False,False,False,False,True,True,False
31,13,25,False,False,True,False,False,False,True,True,False
33,13,40,False,False,False,False,False,False,True,True,True
26,9,40,False,False,False,False,False,False,True,True,False
33,13,40,False,False,False,False,False,False,True,True,True
46,7,30,True,False,False,False,False,False,True,True,False
38,9,40,True,False,False,False,False,False,True,True,True
65,7,40,False,False,False,False,False,True,False,True,False
40,11,40,False,False,False,False,False,False,True,True,True
42,9,35,False,False,False,False,False,False,True,False,False
26,5,40,False,True,False,False,False,False,True,True,False
36,6,24,False,False,False,False,False,False,True,False,False
62,14,40,False,False,False,False,False,False,True,True,True
43,13,45,False,False,False,False,False,False,True,True,False
43,13,45,False,False,True,False,False,False,True,True,True
22,9,55,False,False,False,False,False,False,True,True,False
28,9,40,False,False,False,False,False,False,True,True,False
56,10,45,False,True,False,False,False,False,True,True,False
22,12,15,False,False,True,False,False,False,True,False,False
57,13,45,False,False,True,False,False,False,True,False,True
39,9,40,False,False,True,False,False,False,True,False,False
26,10,15,True,False,True,False,False,False,True,False,False
17,7,10,False,False,True,False,False,False,True,True,False
40,11,38,True,False,False,False,False,False,True,True,True
45,9,40,False,False,False,False,True,False,False,True,False
44,9,40,False,False,True,False,True,False,False,True,False
20,10,10,True,False,True,False,False,False,True,False,False
33,9,40,False,False,False,False,False,False,True,False,False
23,10,40,False,False,True,False,False,False,True,True,False
46,14,30,False,True,True,False,False,False,True,True,False
38,9,50,False,False,False,False,False,False,True,True,False
54,9,40,False,False,True,False,False,False,True,True,False
46,3,45,False,False,True,False,False,False,True,False,False
25,10,40,False,False,False,False,False,False,True,True,False
46,10,40,False,False,True,False,False,False,True,False,False
36,10,40,True,False,False,False,False,False,True,False,False
23,9,25,False,False,True,False,False,False,True,False,False
29,9,40,False,False,True,False,False,False,True,True,False
44,10,6,False,False,False,False,False,False,True,False,True
19,10,16,False,False,True,False,False,False,True,False,False
19,9,40,False,False,True,False,False,False,True,False,False
35,9,40,False,False,False,False,False,False,True,False,True
27,13,50,False,False,True,False,False,False,True,True,False
46,12,40,False,True,True,False,False,False,True,True,False
34,13,45,True,False,False,False,False,False,True,True,True
34,9,35,False,False,True,False,False,False,True,False,False
44,10,40,False,False,False,False,False,False,True,True,False
45,10,40,False,False,True,False,False,False,True,False,False
25,13,55,False,False,False,False,False,False,True,True,True
52,13,50,False,True,False,False,False,False,True,True,True
20,10,40,False,False,True,False,False,False,True,True,False
28,10,40,False,False,True,False,False,False,True,False,False
50,13,40,True,False,False,False,False,False,True,True,True
34,11,64,False,False,True,False,False,False,True,False,False
28,4,40,False,False,False,False,False,True,False,True,False
41,14,65,False,False,False,False,False,False,True,True,True
28,9,40,False,False,False,False,False,False,True,True,False
46,9,25,False,True,False,False,False,False,True,True,False
32,10,50,False,False,False,False,False,False,True,True,False
41,10,24,True,False,True,False,True,False,False,False,False
24,9,40,False,False,True,False,True,False,False,False,False
33,10,40,False,False,True,False,False,False,True,False,False
46,16,60,False,False,False,False,False,False,True,True,True
31,10,40,True,False,False,False,False,False,True,True,False
35,8,50,False,False,True,False,False,False,True,True,True
52,2,40,False,False,False,False,False,False,True,True,False
30,7,19,False,False,True,False,False,False,True,False,False
34,7,40,True,False,True,False,True,False,False,True,False
34,9,40,True,False,True,False,False,False,True,False,False
20,10,30,False,False,False,False,False,False,True,True,False
17,7,18,False,False,True,False,False,False,True,True,False
32,13,40,True,False,False,False,False,False,True,False,True
29,9,40,False,False,True,False,False,False,True,True,False
33,6,35,False,False,True,False,False,False,True,False,False
25,9,60,False,False,False,False,False,False,True,True,False
36,14,40,True,False,True,False,False,False,True,True,False
23,9,72,False,False,True,False,False,False,True,True,False
63,9,40,False,True,False,False,False,False,True,True,True
47,14,40,True,False,False,False,False,False,True,True,False
40,13,40,False,True,False,False,False,False,True,False,False
30,12,25,False,False,False,False,False,False,True,False,True
27,10,40,False,False,True,True,False,False,False,True,False
33,14,50,False,False,False,False,False,False,True,True,True
34,9,60,True,False,True,False,True,False,False,True,False
34,10,40,True,False,True,False,False,False,True,False,False
23,10,40,False,False,False,False,False,False,True,True,False
42,10,40,True,False,False,False,False,False,True,False,False
29,13,40,False,False,True,False,False,False,True,True,False
45,9,28,False,False,True,False,False,False,True,False,False
24,9,40,True,False,True,False,False,False,True,True,False
44,10,40,False,False,False,False,False,False,True,True,True
27,5,40,False,False,True,False,False,False,True,True,False
20,10,35,False,False,True,False,False,False,True,True,False
44,9,40,False,False,False,False,True,False,False,False,False
51,9,40,False,False,False,False,False,False,False,True,False
20,9,40,False,False,False,False,False,False,True,True,False
19,9,40,False,False,True,False,True,False,False,False,False
45,10,55,False,True,False,False,False,False,True,True,True
60,9,40,False,False,False,False,False,False,True,True,True
42,12,40,False,False,False,False,True,False,False,True,True
44,9,40,False,True,False,False,False,False,True,False,True
40,11,40,False,False,False,True,False,False,False,True,True
30,9,40,False,False,False,False,False,False,True,False,False
38,10,50,False,False,False,False,True,False,False,True,False
23,9,60,False,False,False,False,False,False,True,True,False
44,12,40,False,False,True,False,False,False,True,True,False
54,9,40,True,False,False,False,True,False,False,True,False
32,13,50,False,False,False,False,False,False,True,True,False
50,2,40,False,False,False,False,False,False,True,True,False
24,13,20,False,False,True,False,False,False,True,False,False
37,9,60,False,False,False,False,False,False,True,False,False
52,9,40,False,False,True,False,False,False,True,True,False
38,10,40,False,False,False,False,False,False,True,True,False
49,14,45,False,False,False,False,False,False,True,True,True
30,13,16,False,False,False,False,False,False,True,False,True
60,10,40,False,False,True,False,False,False,True,True,True
35,9,40,False,False,True,False,False,False,True,True,False
30,9,60,False,False,True,False,False,False,True,True,False
67,11,24,False,False,True,False,False,False,True,False,False
46,13,40,False,False,True,False,False,False,True,False,False
17,5,6,False,False,True,False,False,False,True,True,False
22,10,30,False,False,True,False,False,False,True,True,False
27,6,40,False,False,True,False,False,False,True,True,False
23,9,35,False,False,True,False,False,False,True,False,False
33,12,45,False,False,False,False,False,False,True,True,False
43,10,20,False,True,False,False,False,False,True,True,False
28,13,20,True,False,True,False,False,False,True,True,False
41,9,40,False,False,False,False,False,False,True,False,False
25,10,20,False,False,False,False,True,False,False,False,False
59,9,45,True,False,False,False,False,False,True,True,False
45,13,40,True,False,True,False,False,False,True,False,False
38,13,60,False,False,False,False,False,False,True,True,True
40,9,35,False,False,True,False,False,False,True,False,False
46,9,40,True,False,True,False,False,False,True,True,False
35,12,60,False,False,True,False,False,False,True,False,False
34,9,25,False,False,True,False,False,False,True,False,False
33,13,20,False,False,True,False,False,False,True,True,False
41,9,36,False,False,True,False,False,False,True,False,False
20,10,40,False,False,True,False,False,False,True,True,False
23,3,40,False,False,True,False,False,False,True,True,False
26,10,35,False,False,True,False,False,False,True,False,False
23,9,40,True,False,True,False,False,False,True,True,False
62,9,40,True,False,False,False,False,False,True,True,False
52,10,40,False,False,False,False,False,False,True,True,False
58,10,42,False,False,True,False,False,False,True,False,False
25,13,40,False,False,True,False,False,False,True,False,False
24,13,40,False,False,True,False,True,False,False,True,False
19,10,8,False,False,True,False,False,False,True,True,False
43,10,40,False,False,False,False,False,False,True,True,False
47,9,40,True,False,True,False,True,False,False,False,False
39,9,40,False,False,True,False,False,False,True,False,False
49,11,42,False,False,False,False,False,False,True,True,False
32,11,45,False,False,True,False,False,False,True,True,False
34,10,50,False,False,False,False,False,False,True,True,True
28,9,45,False,False,True,False,False,False,True,True,False
25,10,20,False,False,True,False,False,False,False,False,False
34,13,50,False,False,False,False,False,False,True,True,True
38,13,80,False,True,False,False,False,False,True,True,True
50,9,50,False,False,False,False,False,False,True,True,True
24,10,50,True,False,True,False,True,False,False,True,False
37,10,45,True,False,False,False,False,False,True,True,True
44,10,58,False,False,True,False,False,False,True,True,True
28,10,40,False,False,False,False,False,False,True,False,False
42,13,40,False,False,False,False,False,False,True,True,True
74,10,9,False,False,True,False,False,False,True,False,False
38,9,50,False,True,False,False,False,False,True,True,False
44,14,40,False,True,False,False,False,False,True,True,False
44,7,46,False,False,True,False,False,True,False,False,False
26,9,40,False,False,True,False,False,False,True,True,False
36,9,40,False,False,False,False,True,False,False,True,False
41,12,50,False,False,False,False,False,False,True,False,True
67,15,48,False,False,False,False,False,False,True,True,True
39,8,50,True,False,False,False,False,False,True,True,False
57,2,30,False,False,False,False,True,False,False,False,False
29,11,40,False,False,True,False,False,False,True,True,False
31,13,45,False,True,True,False,False,False,True,False,False
44,10,40,False,False,False,False,False,False,True,True,False
29,16,40,False,False,True,False,False,False,True,True,False
30,10,40,False,False,True,False,False,False,True,False,False
27,9,40,False,False,True,False,False,False,True,True,False
27,10,50,False,False,False,False,False,False,True,True,False
32,9,45,False,False,True,False,False,False,True,False,False
58,6,8,False,False,False,False,False,False,True,False,False
35,10,40,True,False,False,False,False,False,True,True,False
21,9,36,False,False,True,False,False,False,True,True,False
28,10,40,False,False,True,False,False,False,True,True,False
46,10,50,False,True,True,False,False,False,True,True,False
36,9,40,False,True,True,False,False,False,True,False,False
72,7,40,False,False,False,False,False,False,True,False,False
35,9,40,False,False,False,False,True,False,False,False,False
33,11,40,True,False,True,False,True,False,False,False,True
69,7,40,False,False,True,False,False,False,True,False,False
35,9,40,False,False,False,False,False,False,True,True,False
31,9,20,False,False,True,False,False,False,True,False,False
34,9,32,False,False,False,False,False,False,True,False,False
30,7,40,False,False,False,False,False,False,True,True,False
28,13,55,False,False,True,False,False,False,True,True,False
54,13,35,False,False,False,False,False,False,True,True,True
47,10,50,False,False,False,False,False,False,True,True,True
24,9,40,False,False,True,False,True,False,False,False,False
52,13,60,False,True,False,False,False,False,True,True,True
20,9,48,False,False,True,False,False,False,False,True,False
43,14,45,False,True,False,False,False,False,True,True,False
45,4,40,False,False,True,False,False,False,True,False,False
29,9,35,False,True,True,False,False,False,True,True,False
47,14,42,False,False,True,False,False,False,True,True,False
24,9,40,False,False,True,False,False,False,True,True,False
51,9,40,False,False,False,False,False,False,True,True,False
17,7,12,False,False,True,False,False,False,True,True,False
37,11,40,False,False,False,False,False,False,True,True,True
27,16,70,False,False,True,False,False,False,True,False,False
29,13,40,False,False,False,False,False,False,True,True,True
36,12,35,False,True,True,False,False,False,True,False,False
58,13,40,True,False,True,False,False,False,True,False,False
26,10,45,False,True,False,False,False,False,True,True,False
57,9,40,False,False,False,False,False,False,True,True,True
59,9,40,False,False,False,False,False,False,True,True,False
27,9,40,False,False,False,False,False,False,True,True,False
31,13,40,False,True,True,False,False,False,True,True,False
21,10,24,False,False,True,False,False,False,True,False,False
29,10,60,False,False,True,False,False,False,True,True,False
18,7,40,False,False,True,False,False,False,True,True,False
52,6,47,False,False,False,False,False,False,True,True,True
57,13,80,False,True,True,False,False,False,True,True,False
38,4,48,False,False,True,False,False,False,True,True,True
31,13,40,False,False,False,False,False,False,True,True,True
23,13,40,False,False,True,False,False,False,True,False,False
27,9,40,False,False,True,False,False,False,True,True,False
42,15,50,False,True,False,False,False,False,True,True,True
25,10,40,False,False,True,False,False,False,True,True,False
49,13,45,False,False,True,False,False,False,True,False,False
32,13,40,False,False,True,False,False,False,True,True,False
19,10,28,False,False,True,False,False,False,True,True,False
60,4,40,False,False,True,False,False,False,True,False,False
42,5,40,True,False,False,False,False,False,True,True,False
35,12,40,False,True,True,False,False,False,True,True,False
48,9,37,False,False,True,False,True,False,False,False,False
51,14,40,False,False,False,False,False,False,True,True,True
29,9,40,False,False,True,False,False,False,False,True,False
36,9,40,True,False,True,False,True,False,False,True,False
17,6,21,False,False,True,False,False,False,True,False,False
52,14,60,False,False,True,False,False,False,True,False,False
24,9,40,False,False,True,False,False,False,True,True,False
24,9,50,False,False,False,False,False,False,True,True,False
26,13,40,True,False,True,False,False,False,True,True,False
27,13,20,False,False,True,False,False,False,True,False,False
39,9,60,False,False,True,False,False,False,True,True,False
30,9,45,False,False,False,False,True,False,False,True,False
50,9,32,False,True,False,False,False,False,True,True,False
